cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
1060732.2666666673,2024-03-02T15:12:47.000Z,41.2233457,-8.7144445,16.776,16.177,15.96,8827,54767,0.95,3,MSLV
1060831.9217777785,2024-03-02T15:12:47.099Z,41.2233525,-8.7144286,16.821,15.345,16.18,8827,54767.1,0.95,3,MSLV
1060931.5768888898,2024-03-02T15:12:47.199Z,41.2233595,-8.7144118,16.9,15.977,15.35,8827,54767.2,1.04,3,MSLV
1061031.232,2024-03-02T15:12:47.300Z,41.2233663,-8.7143953,16.937,15.769,15.99,8827,54767.3,1.04,3,MSLV
1061131.2872727273,2024-03-02T15:12:47.400Z,41.2233731,-8.7143781,16.936,16.076,15.78,8827,54767.4,1.04,3,MSLV
1061231.3425454546,2024-03-02T15:12:47.500Z,41.2233798,-8.7143603,17.007,16.541,16.08,8827,54767.5,1.21,3,MSLV
1061331.397818182,2024-03-02T15:12:47.599Z,41.2233854,-8.7143425,17.064,16.191,16.55,8827,54767.6,1.23,3,MSLV
1061431.4530909092,2024-03-02T15:12:47.699Z,41.2233917,-8.7143246,17.15,16.408,16.2,8827,54767.7,1.24,3,MSLV
1061531.5083636364,2024-03-02T15:12:47.800Z,41.2233977,-8.7143066,17.21,16.496,16.42,8827,54767.8,1.21,3,MSLV
1061631.5636363637,2024-03-02T15:12:47.900Z,41.2234037,-8.7142883,17.29,16.614,16.51,8827,54767.9,1.21,3,MSLV
1061731.618909091,2024-03-02T15:12:48.000Z,41.2234101,-8.71427,17.355,16.816,16.62,8827,54768,1.21,3,MSLV
1061831.6741818183,2024-03-02T15:12:48.099Z,41.2234163,-8.7142516,17.427,16.891,16.83,8827,54768.1,1.21,3,MSLV
1061931.7294545455,2024-03-02T15:12:48.199Z,41.2234227,-8.7142333,17.488,16.897,16.9,8827,54768.2,1.21,3,MSLV
1062031.7847272728,2024-03-02T15:12:48.300Z,41.2234295,-8.7142148,17.551,17.134,16.91,8827,54768.3,1.21,3,MSLV
1062131.84,2024-03-02T15:12:48.400Z,41.2234366,-8.7141964,17.611,17.261,17.15,8827,54768.4,1.5,3,MSLV
1062231.648,2024-03-02T15:12:48.500Z,41.223444,-8.7141785,17.662,17.095,17.27,8827,54768.5,1.21,3,MSLV
1062331.456,2024-03-02T15:12:48.599Z,41.2234518,-8.7141602,17.724,17.5,17.11,8827,54768.6,1.21,3,MSLV
1062431.264,2024-03-02T15:12:48.699Z,41.2234595,-8.7141422,17.781,17.369,17.51,8827,54768.7,1.21,3,MSLV
1062531.072,2024-03-02T15:12:48.800Z,41.2234675,-8.7141244,17.819,17.318,17.38,8827,54768.8,1.21,3,MSLV
1062630.88,2024-03-02T15:12:48.900Z,41.2234756,-8.714106,17.88,17.743,17.33,8827,54768.9,1.21,3,MSLV
1062730.6879999998,2024-03-02T15:12:49.000Z,41.2234838,-8.7140876,17.977,17.965,17.75,8827,54769,1.21,3,MSLV
1062830.4959999998,2024-03-02T15:12:49.099Z,41.2234922,-8.7140695,18.053,17.832,17.97,8827,54769.1,1.21,3,MSLV
1062930.3039999998,2024-03-02T15:12:49.199Z,41.2235005,-8.7140513,18.14,17.749,17.84,8827,54769.2,1.21,3,MSLV
1063030.1119999997,2024-03-02T15:12:49.300Z,41.2235088,-8.7140332,18.23,17.83,17.76,8827,54769.3,1.24,3,MSLV
1063129.92,2024-03-02T15:12:49.400Z,41.2235176,-8.7140149,18.267,18.069,17.84,8827,54769.4,1.24,3,MSLV
1063229.888,2024-03-02T15:12:49.500Z,41.2235261,-8.7139964,18.334,18.136,18.08,8827,54769.5,1.46,3,MSLV
1063329.8560000001,2024-03-02T15:12:49.599Z,41.2235349,-8.7139779,18.374,18.244,18.15,8827,54769.6,1.46,3,MSLV
1063429.8240000003,2024-03-02T15:12:49.699Z,41.2235436,-8.713959,18.421,18.467,18.25,8827,54769.7,1.23,3,MSLV
1063529.7920000004,2024-03-02T15:12:49.800Z,41.2235521,-8.71394,18.537,18.483,18.47,8827,54769.8,1.21,3,MSLV
1063629.7600000005,2024-03-02T15:12:49.900Z,41.2235606,-8.7139214,18.556,18.209,18.49,8827,54769.9,1.21,3,MSLV
1063729.7280000006,2024-03-02T15:12:50.000Z,41.2235693,-8.7139026,18.628,18.418,18.22,8827,54770,1.21,3,MSLV
1063829.6960000007,2024-03-02T15:12:50.099Z,41.2235782,-8.7138836,18.685,18.68,18.43,8827,54770.1,1.21,3,MSLV
1063929.6640000008,2024-03-02T15:12:50.199Z,41.2235875,-8.7138649,18.738,18.754,18.69,8827,54770.2,1.21,3,MSLV
1064029.632000001,2024-03-02T15:12:50.300Z,41.2235971,-8.7138462,18.793,18.828,18.76,8827,54770.3,1.5,3,MSLV
1064129.6,2024-03-02T15:12:50.400Z,41.223607,-8.7138279,18.874,18.885,18.84,8827,54770.4,1.5,3,MSLV
1064229.472,2024-03-02T15:12:50.500Z,41.2236171,-8.7138099,18.915,18.659,18.89,8827,54770.5,1.21,3,MSLV
1064329.344,2024-03-02T15:12:50.599Z,41.2236274,-8.7137918,18.977,18.89,18.67,8827,54770.6,1.21,3,MSLV
1064429.216,2024-03-02T15:12:50.699Z,41.2236378,-8.7137735,19.023,19.135,18.9,8827,54770.7,1.21,3,MSLV
1064529.088,2024-03-02T15:12:50.800Z,41.2236483,-8.713755,19.083,19.265,19.14,8827,54770.8,1.21,3,MSLV
1064628.96,2024-03-02T15:12:50.900Z,41.2236586,-8.7137362,19.133,19.32,19.27,8827,54770.9,1.21,3,MSLV
1064728.832,2024-03-02T15:12:51.000Z,41.2236686,-8.7137174,19.207,19.237,19.33,8827,54771,1.21,3,MSLV
1064828.704,2024-03-02T15:12:51.099Z,41.2236784,-8.7136983,19.278,19.241,19.25,8827,54771.1,1.27,3,MSLV
1064928.576,2024-03-02T15:12:51.199Z,41.2236885,-8.7136789,19.343,19.58,19.25,8827,54771.2,1.21,3,MSLV
1065028.4479999999,2024-03-02T15:12:51.300Z,41.2236985,-8.7136597,19.341,19.37,19.59,8827,54771.3,1.21,3,MSLV
1065128.32,2024-03-02T15:12:51.400Z,41.2237084,-8.7136402,19.415,19.53,19.38,8827,54771.4,1.21,3,MSLV
1065228.6144,2024-03-02T15:12:51.500Z,41.2237182,-8.7136205,19.481,19.588,19.54,8827,54771.5,1.23,3,MSLV
1065328.9088,2024-03-02T15:12:51.599Z,41.2237277,-8.7136012,19.505,19.166,19.6,8827,54771.6,1.23,3,MSLV
1065429.2032,2024-03-02T15:12:51.699Z,41.2237365,-8.7135815,19.572,19.058,19.17,8827,54771.7,1.27,3,MSLV
1065529.4976000001,2024-03-02T15:12:51.800Z,41.223745,-8.7135631,19.592,18.089,19.07,8827,54771.8,1.27,3,MSLV
1065629.7920000001,2024-03-02T15:12:51.900Z,41.2237537,-8.7135443,19.604,18.368,18.1,8827,54771.9,1.29,3,MSLV
1065730.0864000001,2024-03-02T15:12:52.000Z,41.2237621,-8.7135259,19.683,17.94,18.37,8827,54772,1.21,3,MSLV
1065830.3808000002,2024-03-02T15:12:52.099Z,41.2237703,-8.7135085,19.684,17.11,17.95,8827,54772.1,1.21,3,MSLV
1065930.6752000002,2024-03-02T15:12:52.199Z,41.223778,-8.7134906,19.709,17.193,17.12,8827,54772.2,1.21,3,MSLV
1066030.9696000002,2024-03-02T15:12:52.300Z,41.2237858,-8.7134731,19.79,16.941,17.2,8827,54772.3,1.24,3,MSLV
1066131.264,2024-03-02T15:12:52.400Z,41.2237935,-8.7134569,19.785,16.047,16.95,8827,54772.4,1.21,3,MSLV
1066231.8144,2024-03-02T15:12:52.500Z,41.2238011,-8.7134403,19.876,16.209,16.05,8827,54772.5,1.21,3,MSLV
1066332.3648,2024-03-02T15:12:52.599Z,41.2238085,-8.7134242,19.917,15.679,16.22,8827,54772.6,1.21,3,MSLV
1066432.9152000002,2024-03-02T15:12:52.699Z,41.223816,-8.7134083,19.97,15.706,15.69,8827,54772.7,1.21,3,MSLV
1066533.4656000002,2024-03-02T15:12:52.800Z,41.2238222,-8.7133918,20.01,15.371,15.72,8827,54772.8,1.21,3,MSLV
1066634.0160000003,2024-03-02T15:12:52.900Z,41.2238284,-8.7133761,20.058,14.871,15.38,8827,54772.9,1.27,3,MSLV
1066734.5664000004,2024-03-02T15:12:53.000Z,41.2238337,-8.7133602,20.116,14.496,14.88,8827,54773,1.23,3,MSLV
1066835.1168000004,2024-03-02T15:12:53.099Z,41.2238388,-8.7133451,20.131,13.846,14.5,8827,54773.1,1.23,3,MSLV
1066935.6672000005,2024-03-02T15:12:53.199Z,41.2238442,-8.7133302,20.218,13.765,13.85,8827,54773.2,1.21,3,MSLV
1067036.2176000006,2024-03-02T15:12:53.300Z,41.223849,-8.713315,20.237,13.685,13.78,8827,54773.3,1.21,3,MSLV
1067136.768,2024-03-02T15:12:53.400Z,41.2238535,-8.7132998,20.281,13.633,13.69,8827,54773.4,1.24,3,MSLV
1067236.416,2024-03-02T15:12:53.500Z,41.223858,-8.7132849,20.294,13.426,13.64,8827,54773.5,1.21,3,MSLV
1067336.064,2024-03-02T15:12:53.599Z,41.2238616,-8.7132701,20.332,13.03,13.43,8827,54773.6,1.21,3,MSLV
1067435.712,2024-03-02T15:12:53.699Z,41.2238643,-8.7132544,20.395,13.364,13.04,8827,54773.7,1.21,3,MSLV
1067535.36,2024-03-02T15:12:53.800Z,41.2238662,-8.7132389,20.417,13.143,13.37,8827,54773.8,1.21,3,MSLV
1067635.0080000001,2024-03-02T15:12:53.900Z,41.2238675,-8.7132233,20.469,13.146,13.15,8827,54773.9,1.44,3,MSLV
1067734.6560000002,2024-03-02T15:12:54.000Z,41.2238684,-8.7132069,20.52,13.699,13.15,8827,54774,1.44,3,MSLV
1067834.3040000002,2024-03-02T15:12:54.099Z,41.2238686,-8.7131908,20.555,13.5,13.71,8827,54774.1,1.47,3,MSLV
1067933.9520000003,2024-03-02T15:12:54.199Z,41.2238681,-8.7131747,20.592,13.459,13.51,8827,54774.2,1.44,3,MSLV
1068033.6000000003,2024-03-02T15:12:54.300Z,41.223867,-8.7131591,20.627,13.169,13.46,8827,54774.3,1.44,3,MSLV
1068133.248,2024-03-02T15:12:54.400Z,41.2238652,-8.713143,20.629,13.542,13.17,8827,54774.4,1.44,3,MSLV
1068233.2799999998,2024-03-02T15:12:54.500Z,41.2238625,-8.7131272,20.674,13.534,13.55,8827,54774.5,1.21,3,MSLV
1068333.312,2024-03-02T15:12:54.599Z,41.223859,-8.7131119,20.66,13.454,13.54,8827,54774.6,1.21,3,MSLV
1068433.344,2024-03-02T15:12:54.699Z,41.2238549,-8.7130964,20.683,13.711,13.46,8827,54774.7,1.44,3,MSLV
1068533.3760000002,2024-03-02T15:12:54.800Z,41.2238501,-8.7130811,20.744,13.693,13.71,8827,54774.8,1.21,3,MSLV
1068633.4080000003,2024-03-02T15:12:54.900Z,41.2238447,-8.7130663,20.799,13.703,13.7,8827,54774.9,1.21,3,MSLV
1068733.4400000004,2024-03-02T15:12:55.000Z,41.223839,-8.7130511,20.847,14.011,13.71,8827,54775,1.21,3,MSLV
1068833.4720000005,2024-03-02T15:12:55.099Z,41.2238329,-8.7130365,20.858,13.973,14.01,8827,54775.1,1.21,3,MSLV
1068933.5040000007,2024-03-02T15:12:55.199Z,41.223826,-8.7130219,20.925,14.211,13.97,8827,54775.2,1.21,3,MSLV
1069033.5360000008,2024-03-02T15:12:55.300Z,41.2238188,-8.7130077,20.953,14.304,14.21,8827,54775.3,1.44,3,MSLV
1069133.568,2024-03-02T15:12:55.400Z,41.2238108,-8.7129943,20.966,14.265,14.31,8827,54775.4,1.21,3,MSLV
1069233.3824,2024-03-02T15:12:55.500Z,41.2238027,-8.7129813,21.006,14.021,14.27,8827,54775.5,1.21,3,MSLV
1069333.1968,2024-03-02T15:12:55.599Z,41.2237947,-8.7129693,21.027,13.511,14.02,8827,54775.6,1.21,3,MSLV
1069433.0112,2024-03-02T15:12:55.699Z,41.2237863,-8.712958,21.047,13.328,13.51,8827,54775.7,1.21,3,MSLV
1069532.8256,2024-03-02T15:12:55.800Z,41.2237773,-8.712947,21.049,13.524,13.33,8827,54775.8,1.21,3,MSLV
1069632.6400000001,2024-03-02T15:12:55.900Z,41.2237683,-8.7129368,21.078,13.225,13.52,8827,54775.9,1.21,3,MSLV
1069732.4544000002,2024-03-02T15:12:56.000Z,41.2237593,-8.7129277,21.059,12.815,13.23,8827,54776,1.21,3,MSLV
1069832.2688000002,2024-03-02T15:12:56.099Z,41.2237499,-8.7129188,21.08,12.814,12.81,8827,54776.1,1.21,3,MSLV
1069932.0832000002,2024-03-02T15:12:56.199Z,41.2237403,-8.7129111,21.077,12.516,12.81,8827,54776.2,1.21,3,MSLV
1070031.8976000003,2024-03-02T15:12:56.300Z,41.2237308,-8.7129041,21.063,12.225,12.52,8827,54776.3,1.21,3,MSLV
1070131.712,2024-03-02T15:12:56.400Z,41.223721,-8.7128977,21.077,12.124,12.23,8827,54776.4,1.21,3,MSLV
1070231.7056,2024-03-02T15:12:56.500Z,41.2237113,-8.7128921,21.061,11.844,12.12,8827,54776.5,1.44,3,MSLV
1070331.6992,2024-03-02T15:12:56.599Z,41.2237017,-8.712888,21.025,11.369,11.84,8827,54776.6,1.21,3,MSLV
1070431.6927999998,2024-03-02T15:12:56.699Z,41.2236922,-8.7128841,21.007,11.165,11.37,8827,54776.7,1.21,3,MSLV
1070531.6863999998,2024-03-02T15:12:56.800Z,41.2236825,-8.7128812,20.994,11.045,11.17,8827,54776.8,1.21,3,MSLV
1070631.6799999997,2024-03-02T15:12:56.900Z,41.2236726,-8.7128798,20.998,11.036,11.05,8827,54776.9,1.21,3,MSLV
1070731.6735999996,2024-03-02T15:12:57.000Z,41.223663,-8.7128786,20.976,10.815,11.04,8827,54777,1.21,3,MSLV
1070831.6671999996,2024-03-02T15:12:57.099Z,41.2236539,-8.7128788,20.975,10.165,10.82,8827,54777.1,1.21,3,MSLV
1070931.6607999995,2024-03-02T15:12:57.199Z,41.2236451,-8.7128806,20.948,10.008,10.17,8827,54777.2,1.21,3,MSLV
1071031.6543999994,2024-03-02T15:12:57.300Z,41.2236367,-8.7128835,20.937,9.727,10.01,8827,54777.3,1.21,3,MSLV
1071131.648,2024-03-02T15:12:57.400Z,41.2236289,-8.7128877,20.93,9.401,9.73,8827,54777.4,1.21,3,MSLV
1071231.4624,2024-03-02T15:12:57.500Z,41.2236217,-8.7128929,20.893,9.234,9.4,8827,54777.5,1.21,3,MSLV
1071331.2768,2024-03-02T15:12:57.599Z,41.223615,-8.712899,20.86,9.129,9.24,8827,54777.6,1.21,3,MSLV
1071431.0912000001,2024-03-02T15:12:57.699Z,41.2236085,-8.712906,20.84,9.282,9.13,8827,54777.7,1.21,3,MSLV
1071530.9056000002,2024-03-02T15:12:57.800Z,41.2236023,-8.7129136,20.801,9.415,9.28,8827,54777.8,1.21,3,MSLV
1071630.7200000002,2024-03-02T15:12:57.900Z,41.2235957,-8.7129215,20.809,9.811,9.42,8827,54777.9,1.21,3,MSLV
1071730.5344000002,2024-03-02T15:12:58.000Z,41.2235899,-8.7129296,20.789,9.358,9.81,8827,54778,1.21,3,MSLV
1071830.3488000003,2024-03-02T15:12:58.099Z,41.2235847,-8.7129393,20.746,10.041,9.36,8827,54778.1,1.21,3,MSLV
1071930.1632000003,2024-03-02T15:12:58.199Z,41.2235797,-8.7129495,20.724,10.143,10.05,8827,54778.2,1.21,3,MSLV
1072029.9776000003,2024-03-02T15:12:58.300Z,41.2235758,-8.7129602,20.697,9.94,10.15,8827,54778.3,1.21,3,MSLV
1072129.792,2024-03-02T15:12:58.400Z,41.2235726,-8.7129716,20.633,10.189,9.94,8827,54778.4,1.21,3,MSLV
1072230.0607999999,2024-03-02T15:12:58.500Z,41.2235703,-8.7129836,20.62,10.384,10.2,8827,54778.5,1.21,3,MSLV
1072330.3295999998,2024-03-02T15:12:58.599Z,41.2235686,-8.7129958,20.604,10.342,10.39,8827,54778.6,1.21,3,MSLV
1072430.5983999998,2024-03-02T15:12:58.699Z,41.2235685,-8.7130085,20.528,10.594,10.35,8827,54778.7,1.21,3,MSLV
1072530.8671999997,2024-03-02T15:12:58.800Z,41.2235684,-8.7130209,20.48,10.334,10.6,8827,54778.8,1.21,3,MSLV
1072631.1359999997,2024-03-02T15:12:58.900Z,41.2235687,-8.7130342,20.483,11.113,10.34,8827,54778.9,1.44,3,MSLV
1072731.4047999997,2024-03-02T15:12:59.000Z,41.2235693,-8.7130472,20.416,10.899,11.12,8827,54779,1.21,3,MSLV
1072831.6735999996,2024-03-02T15:12:59.099Z,41.2235706,-8.7130609,20.418,11.541,10.91,8827,54779.1,1.21,3,MSLV
1072931.9423999996,2024-03-02T15:12:59.199Z,41.223573,-8.7130744,20.403,11.581,11.54,8827,54779.2,1.21,3,MSLV
1073032.2111999996,2024-03-02T15:12:59.300Z,41.2235757,-8.7130881,20.381,11.847,11.58,8827,54779.3,1.21,3,MSLV
1073132.48,2024-03-02T15:12:59.400Z,41.2235789,-8.7131017,20.383,11.928,11.85,8827,54779.4,1.21,3,MSLV
1073232.608,2024-03-02T15:12:59.500Z,41.2235827,-8.7131153,20.345,12.063,11.93,8827,54779.5,1.04,3,MSLV
1073332.736,2024-03-02T15:12:59.599Z,41.2235871,-8.713129,20.349,12.455,12.07,8827,54779.6,1.04,3,MSLV
1073432.864,2024-03-02T15:12:59.699Z,41.2235921,-8.7131425,20.323,12.558,12.46,8827,54779.7,1.04,3,MSLV
1073532.992,2024-03-02T15:12:59.800Z,41.223597,-8.7131563,20.296,12.626,12.56,8827,54779.8,1.04,3,MSLV
1073633.12,2024-03-02T15:12:59.900Z,41.2236016,-8.7131703,20.261,12.755,12.63,8827,54779.9,1.04,3,MSLV
1073733.2480000001,2024-03-02T15:13:00.000Z,41.2236065,-8.7131848,20.236,13.26,12.76,8827,54780,1.04,3,MSLV
1073833.3760000002,2024-03-02T15:13:00.099Z,41.2236112,-8.7131996,20.218,13.427,13.26,8827,54780.1,1.04,3,MSLV
1073933.5040000002,2024-03-02T15:13:00.199Z,41.2236155,-8.7132143,20.169,13.105,13.43,8827,54780.2,1.04,3,MSLV
1074033.6320000002,2024-03-02T15:13:00.300Z,41.2236193,-8.7132291,20.17,13.088,13.11,8827,54780.3,1.04,3,MSLV
1074133.76,2024-03-02T15:13:00.400Z,41.2236226,-8.7132435,20.144,12.619,13.09,8827,54780.4,1.04,3,MSLV
1074233.7664,2024-03-02T15:13:00.500Z,41.2236251,-8.7132572,20.14,11.845,12.62,8827,54780.5,1.21,3,MSLV
1074333.7728000002,2024-03-02T15:13:00.599Z,41.2236277,-8.7132714,20.119,12.208,11.85,8827,54780.6,1.21,3,MSLV
1074433.7792000002,2024-03-02T15:13:00.699Z,41.2236297,-8.7132856,20.098,12.114,12.21,8827,54780.7,1.21,3,MSLV
1074533.7856000003,2024-03-02T15:13:00.800Z,41.2236313,-8.7132997,20.1,11.946,12.12,8827,54780.8,1.21,3,MSLV
1074633.7920000004,2024-03-02T15:13:00.900Z,41.2236325,-8.7133135,20.089,11.691,11.95,8827,54780.9,1.21,3,MSLV
1074733.7984000004,2024-03-02T15:13:01.000Z,41.2236325,-8.7133276,20.092,11.795,11.69,8827,54781,1.21,3,MSLV
1074833.8048000005,2024-03-02T15:13:01.099Z,41.223632,-8.7133417,20.046,11.805,11.8,8827,54781.1,1.05,3,MSLV
1074933.8112000006,2024-03-02T15:13:01.199Z,41.2236308,-8.7133554,20.039,11.62,11.81,8827,54781.2,1.05,3,MSLV
1075033.8176000006,2024-03-02T15:13:01.300Z,41.223629,-8.7133691,20.054,11.597,11.62,8827,54781.3,1.05,3,MSLV
1075133.824,2024-03-02T15:13:01.400Z,41.2236264,-8.7133821,20.011,11.342,11.6,8827,54781.4,1.05,3,MSLV
1075233.6896,2024-03-02T15:13:01.500Z,41.223623,-8.7133952,19.983,11.579,11.35,8827,54781.5,1.05,3,MSLV
1075333.5551999998,2024-03-02T15:13:01.599Z,41.2236187,-8.7134082,19.997,11.754,11.58,8827,54781.6,1.07,3,MSLV
1075433.4207999997,2024-03-02T15:13:01.699Z,41.2236136,-8.7134206,19.985,11.825,11.76,8827,54781.7,1.05,3,MSLV
1075533.2863999996,2024-03-02T15:13:01.800Z,41.2236081,-8.7134328,19.966,11.956,11.83,8827,54781.8,1.05,3,MSLV
1075633.1519999995,2024-03-02T15:13:01.900Z,41.2236015,-8.7134447,19.95,12.332,11.96,8827,54781.9,1.05,3,MSLV
1075733.0175999994,2024-03-02T15:13:02.000Z,41.2235943,-8.713456,19.933,12.343,12.34,8827,54782,1.05,3,MSLV
1075832.8831999993,2024-03-02T15:13:02.099Z,41.2235868,-8.7134669,19.897,12.417,12.35,8827,54782.1,1.05,3,MSLV
1075932.7487999992,2024-03-02T15:13:02.199Z,41.2235786,-8.713477,19.895,12.405,12.42,8827,54782.2,1.05,3,MSLV
1076032.6143999991,2024-03-02T15:13:02.300Z,41.2235699,-8.7134869,19.868,12.705,12.41,8827,54782.3,1.05,3,MSLV
1076132.48,2024-03-02T15:13:02.400Z,41.2235606,-8.7134958,19.82,12.8,12.71,8827,54782.4,1.05,3,MSLV
1076232.64,2024-03-02T15:13:02.500Z,41.2235508,-8.713504,19.805,12.796,12.8,8827,54782.5,1.08,3,MSLV
1076332.7999999998,2024-03-02T15:13:02.599Z,41.2235404,-8.7135117,19.783,13.217,12.8,8827,54782.6,1.05,3,MSLV
1076432.9599999997,2024-03-02T15:13:02.699Z,41.2235296,-8.7135184,19.767,13.169,13.22,8827,54782.7,1.05,3,MSLV
1076533.1199999996,2024-03-02T15:13:02.800Z,41.2235186,-8.7135241,19.757,13.214,13.17,8827,54782.8,1.05,3,MSLV
1076633.2799999996,2024-03-02T15:13:02.900Z,41.2235073,-8.7135286,19.757,13.025,13.22,8827,54782.9,1.05,3,MSLV
1076733.4399999995,2024-03-02T15:13:03.000Z,41.2234958,-8.7135324,19.721,13.215,13.03,8827,54783,1.05,3,MSLV
1076833.5999999994,2024-03-02T15:13:03.099Z,41.2234843,-8.7135353,19.699,13.084,13.22,8827,54783.1,1.05,3,MSLV
1076933.7599999993,2024-03-02T15:13:03.199Z,41.2234723,-8.7135372,19.691,13.363,13.09,8827,54783.2,1.05,3,MSLV
1077033.9199999992,2024-03-02T15:13:03.300Z,41.2234603,-8.7135376,19.652,13.375,13.37,8827,54783.3,1.05,3,MSLV
1077134.08,2024-03-02T15:13:03.400Z,41.2234486,-8.7135368,19.658,12.988,13.38,8827,54783.4,1.05,3,MSLV
1077233.9328,2024-03-02T15:13:03.500Z,41.2234368,-8.7135346,19.615,13.313,12.99,8827,54783.5,1.05,3,MSLV
1077333.7856,2024-03-02T15:13:03.599Z,41.2234252,-8.7135315,19.604,13.079,13.32,8827,54783.6,1.05,3,MSLV
1077433.6384,2024-03-02T15:13:03.699Z,41.2234139,-8.7135271,19.571,13.147,13.08,8827,54783.7,1.05,3,MSLV
1077533.4912,2024-03-02T15:13:03.800Z,41.2234025,-8.713522,19.58,13.279,13.15,8827,54783.8,1.05,3,MSLV
1077633.344,2024-03-02T15:13:03.900Z,41.2233914,-8.7135155,19.568,13.481,13.28,8827,54783.9,1.12,3,MSLV
1077733.1968,2024-03-02T15:13:04.000Z,41.2233805,-8.7135083,19.549,13.553,13.48,8827,54784,1.12,3,MSLV
1077833.0496,2024-03-02T15:13:04.099Z,41.2233701,-8.7135006,19.551,13.182,13.56,8827,54784.1,1.12,3,MSLV
1077932.9024,2024-03-02T15:13:04.199Z,41.22336,-8.7134917,19.567,13.458,13.18,8827,54784.2,1.12,3,MSLV
1078032.7552,2024-03-02T15:13:04.300Z,41.2233502,-8.7134817,19.538,13.732,13.46,8827,54784.3,1.12,3,MSLV
1078132.608,2024-03-02T15:13:04.400Z,41.223341,-8.7134704,19.552,13.929,13.73,8827,54784.4,1.12,3,MSLV
1078232.6144,2024-03-02T15:13:04.500Z,41.2233323,-8.713459,19.523,13.609,13.93,8827,54784.5,1.14,3,MSLV
1078332.6208000001,2024-03-02T15:13:04.599Z,41.2233239,-8.7134462,19.546,14.095,13.61,8827,54784.6,1.14,3,MSLV
1078432.6272000002,2024-03-02T15:13:04.699Z,41.2233166,-8.7134329,19.577,13.742,14.1,8827,54784.7,1.14,3,MSLV
1078532.6336000003,2024-03-02T15:13:04.800Z,41.2233097,-8.7134187,19.576,14.101,13.74,8827,54784.8,1.14,3,MSLV
1078632.6400000004,2024-03-02T15:13:04.900Z,41.2233035,-8.7134039,19.623,14.111,14.1,8827,54784.9,1.14,3,MSLV
1078732.6464000004,2024-03-02T15:13:05.000Z,41.2232983,-8.7133885,19.635,14.157,14.11,8827,54785,1.14,3,MSLV
1078832.6528000005,2024-03-02T15:13:05.099Z,41.2232936,-8.7133723,19.676,14.495,14.16,8827,54785.1,1.12,3,MSLV
1078932.6592000006,2024-03-02T15:13:05.199Z,41.2232899,-8.7133557,19.685,14.497,14.5,8827,54785.2,1.12,3,MSLV
1079032.6656000006,2024-03-02T15:13:05.300Z,41.2232869,-8.713339,19.73,14.425,14.5,8827,54785.3,1.12,3,MSLV
1079132.672,2024-03-02T15:13:05.400Z,41.2232846,-8.7133219,19.716,14.501,14.43,8827,54785.4,1.12,3,MSLV
1079232.32,2024-03-02T15:13:05.500Z,41.2232823,-8.7133039,19.747,15.193,14.5,8827,54785.5,1.12,3,MSLV
1079331.968,2024-03-02T15:13:05.599Z,41.2232808,-8.713286,19.754,15.118,15.19,8827,54785.6,1.12,3,MSLV
1079431.6160000002,2024-03-02T15:13:05.699Z,41.2232793,-8.7132681,19.772,15.082,15.12,8827,54785.7,1.12,3,MSLV
1079531.2640000002,2024-03-02T15:13:05.800Z,41.2232783,-8.7132498,19.82,15.356,15.08,8827,54785.8,1.12,3,MSLV
1079630.9120000002,2024-03-02T15:13:05.900Z,41.2232784,-8.7132316,19.831,15.198,15.36,8827,54785.9,1.12,3,MSLV
1079730.5600000003,2024-03-02T15:13:06.000Z,41.2232789,-8.713213,19.875,15.53,15.2,8827,54786,1.12,3,MSLV
1079830.2080000003,2024-03-02T15:13:06.099Z,41.2232805,-8.7131944,19.904,15.694,15.53,8827,54786.1,1.12,3,MSLV
1079929.8560000004,2024-03-02T15:13:06.199Z,41.2232828,-8.7131761,19.924,15.523,15.7,8827,54786.2,1.12,3,MSLV
1080029.5040000004,2024-03-02T15:13:06.300Z,41.2232858,-8.713158,19.949,15.538,15.53,8827,54786.3,1.12,3,MSLV
1080129.152,2024-03-02T15:13:06.400Z,41.2232892,-8.7131396,20,15.865,15.54,8827,54786.4,1.14,3,MSLV
1080229.3632,2024-03-02T15:13:06.500Z,41.2232939,-8.7131218,20.027,15.807,15.87,8827,54786.5,1.14,3,MSLV
1080329.5744,2024-03-02T15:13:06.599Z,41.2232992,-8.7131042,20.055,15.934,15.81,8827,54786.6,1.14,3,MSLV
1080429.7856,2024-03-02T15:13:06.699Z,41.2233052,-8.7130867,20.092,16.084,15.94,8827,54786.7,1.14,3,MSLV
1080529.9968,2024-03-02T15:13:06.800Z,41.2233113,-8.7130695,20.157,16.011,16.09,8827,54786.8,1.05,3,MSLV
1080630.208,2024-03-02T15:13:06.900Z,41.2233178,-8.7130523,20.177,16.112,16.02,8827,54786.9,1.07,3,MSLV
1080730.4192000001,2024-03-02T15:13:07.000Z,41.2233243,-8.7130347,20.234,16.422,16.12,8827,54787,1.05,3,MSLV
1080830.6304000001,2024-03-02T15:13:07.099Z,41.2233313,-8.7130171,20.278,16.609,16.43,8827,54787.1,1.05,3,MSLV
