cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
38.003,2024-03-02T14:55:06.298Z,41.2237469,-8.7137989,28.908,0.034,0.03,8827,53706.299,1.77,3,MSLV
138.66899999999998,2024-03-02T14:55:06.398Z,41.223747,-8.7137988,28.834,0.044,0.03,8827,53706.399,1.77,3,MSLV
239.33499999999998,2024-03-02T14:55:06.499Z,41.2237471,-8.7137988,28.763,0.049,0.04,8827,53706.499,1.77,3,MSLV
340.001,2024-03-02T14:55:06.599Z,41.2237472,-8.7137989,28.7,0.083,0.05,8827,53706.599,1.77,3,MSLV
440.667,2024-03-02T14:55:06.699Z,41.2237471,-8.713799,28.695,0.088,0.09,8827,53706.699,1.77,3,MSLV
541.333,2024-03-02T14:55:06.798Z,41.2237473,-8.7137992,28.677,0.11,0.09,8827,53706.799,1.77,3,MSLV
641.999,2024-03-02T14:55:06.898Z,41.2237473,-8.7137994,28.616,0.148,0.12,8827,53706.899,1.83,3,MSLV
742.665,2024-03-02T14:55:07.000Z,41.2237473,-8.7137993,28.553,0.04,0.15,8827,53707,1.77,3,MSLV
843.3309999999999,2024-03-02T14:55:07.099Z,41.2237473,-8.7137993,28.483,0.077,0.04,8827,53707.099,1.77,3,MSLV
943.9969999999998,2024-03-02T14:55:07.199Z,41.2237474,-8.7137993,28.412,0.046,0.08,8827,53707.199,1.77,3,MSLV
1044.663,2024-03-02T14:55:07.298Z,41.2237474,-8.7137993,28.351,0.054,0.06,8827,53707.299,1.77,3,MSLV
1144.2373,2024-03-02T14:55:07.398Z,41.2237475,-8.7137994,28.28,0.114,0.06,8827,53707.399,1.77,3,MSLV
1243.8116,2024-03-02T14:55:07.499Z,41.2237475,-8.7137996,28.232,0.13,0.12,8827,53707.499,1.77,3,MSLV
1343.3859,2024-03-02T14:55:07.599Z,41.2237475,-8.7137996,28.159,0.095,0.13,8827,53707.599,1.77,3,MSLV
1442.9602,2024-03-02T14:55:07.699Z,41.2237475,-8.7137997,28.092,0.105,0.1,8827,53707.699,1.77,3,MSLV
1542.5345,2024-03-02T14:55:07.798Z,41.2237475,-8.7137999,28.052,0.157,0.11,8827,53707.799,1.77,3,MSLV
1642.1088,2024-03-02T14:55:07.898Z,41.2237476,-8.7137998,27.984,0.053,0.16,8827,53707.899,1.77,3,MSLV
1741.6831,2024-03-02T14:55:08.000Z,41.2237476,-8.7137996,27.956,0.089,0.07,8827,53708,1.77,3,MSLV
1841.2574,2024-03-02T14:55:08.099Z,41.2237478,-8.7137992,27.927,0.328,0.09,8827,53708.099,1.77,3,MSLV
1940.8317,2024-03-02T14:55:08.199Z,41.223748,-8.7137989,27.909,0.293,0.33,8827,53708.199,1.77,3,MSLV
2040.406,2024-03-02T14:55:08.298Z,41.2237477,-8.7137992,27.934,0.064,0.29,8827,53708.299,1.77,3,MSLV
2140.3074,2024-03-02T14:55:08.398Z,41.2237476,-8.7137994,27.871,0.267,0.07,8827,53708.399,1.83,3,MSLV
2240.2088000000003,2024-03-02T14:55:08.499Z,41.2237473,-8.7137995,27.808,0.336,0.27,8827,53708.499,1.88,3,MSLV
2340.1102000000005,2024-03-02T14:55:08.599Z,41.2237475,-8.7137996,27.748,0.187,0.34,8827,53708.599,1.77,3,MSLV
2440.0116000000007,2024-03-02T14:55:08.699Z,41.2237474,-8.7137996,27.712,0.103,0.2,8827,53708.699,1.77,3,MSLV
2539.913000000001,2024-03-02T14:55:08.798Z,41.2237473,-8.7137997,27.655,0.204,0.12,8827,53708.799,1.77,3,MSLV
2639.814400000001,2024-03-02T14:55:08.898Z,41.2237472,-8.7137996,27.594,0.098,0.21,8827,53708.899,1.77,3,MSLV
2739.7158000000013,2024-03-02T14:55:09.000Z,41.2237471,-8.7137995,27.566,0.055,0.13,8827,53709,1.77,3,MSLV
2839.6172000000015,2024-03-02T14:55:09.099Z,41.223747,-8.7137993,27.553,0.115,0.08,8827,53709.099,1.77,3,MSLV
2939.5186000000017,2024-03-02T14:55:09.199Z,41.2237471,-8.7137991,27.523,0.103,0.12,8827,53709.199,1.77,3,MSLV
3039.42,2024-03-02T14:55:09.298Z,41.2237471,-8.7137989,27.501,0.075,0.11,8827,53709.299,1.77,3,MSLV
3139.4621,2024-03-02T14:55:09.398Z,41.2237472,-8.7137989,27.477,0.045,0.08,8827,53709.399,1.77,3,MSLV
3239.5042000000003,2024-03-02T14:55:09.499Z,41.2237474,-8.7137986,27.446,0.149,0.06,8827,53709.499,1.83,3,MSLV
3339.5463000000004,2024-03-02T14:55:09.599Z,41.2237478,-8.7137979,27.382,0.426,0.15,8827,53709.599,1.83,3,MSLV
3439.5884000000005,2024-03-02T14:55:09.699Z,41.2237483,-8.713797,27.28,0.568,0.43,8827,53709.699,1.83,3,MSLV
3539.6305000000007,2024-03-02T14:55:09.798Z,41.2237484,-8.7137969,27.34,0.304,0.58,8827,53709.799,1.83,3,MSLV
3639.672600000001,2024-03-02T14:55:09.898Z,41.2237487,-8.7137967,27.289,0.119,0.3,8827,53709.899,1.83,3,MSLV
3739.714700000001,2024-03-02T14:55:10.000Z,41.2237492,-8.7137964,27.19,0.053,0.12,8827,53710,1.83,3,MSLV
3839.756800000001,2024-03-02T14:55:10.099Z,41.2237497,-8.7137961,27.128,0.162,0.07,8827,53710.099,1.83,3,MSLV
3939.798900000001,2024-03-02T14:55:10.199Z,41.2237502,-8.7137957,27.06,0.103,0.17,8827,53710.199,1.83,3,MSLV
4039.841,2024-03-02T14:55:10.298Z,41.2237504,-8.7137955,27.014,0.071,0.11,8827,53710.299,1.77,3,MSLV
4139.956,2024-03-02T14:55:10.398Z,41.2237507,-8.7137954,26.953,0.077,0.08,8827,53710.399,1.77,3,MSLV
4240.071,2024-03-02T14:55:10.499Z,41.2237506,-8.7137953,26.932,0.292,0.09,8827,53710.499,1.77,3,MSLV
4340.186,2024-03-02T14:55:10.599Z,41.2237507,-8.7137951,26.889,0.287,0.29,8827,53710.599,1.77,3,MSLV
4440.3009999999995,2024-03-02T14:55:10.699Z,41.2237506,-8.7137951,26.851,0.3,0.29,8827,53710.699,1.77,3,MSLV
4540.415999999999,2024-03-02T14:55:10.798Z,41.2237502,-8.7137948,26.843,0.473,0.3,8827,53710.799,1.77,3,MSLV
4640.530999999999,2024-03-02T14:55:10.898Z,41.2237501,-8.7137948,26.806,0.358,0.47,8827,53710.899,1.77,3,MSLV
4740.645999999999,2024-03-02T14:55:11.000Z,41.2237503,-8.7137946,26.728,0.278,0.36,8827,53711,1.79,3,MSLV
4840.760999999999,2024-03-02T14:55:11.099Z,41.2237504,-8.7137945,26.721,0.137,0.28,8827,53711.099,1.77,3,MSLV
4940.875999999998,2024-03-02T14:55:11.199Z,41.2237506,-8.7137944,26.664,0.194,0.14,8827,53711.199,1.77,3,MSLV
5040.991,2024-03-02T14:55:11.298Z,41.223751,-8.7137944,26.609,0.121,0.19,8827,53711.299,1.77,3,MSLV
5141.2405,2024-03-02T14:55:11.398Z,41.2237515,-8.7137943,26.557,0.126,0.12,8827,53711.399,1.77,3,MSLV
5241.49,2024-03-02T14:55:11.499Z,41.2237518,-8.7137942,26.534,0.156,0.13,8827,53711.499,1.77,3,MSLV
5341.7395,2024-03-02T14:55:11.599Z,41.2237522,-8.7137944,26.503,0.249,0.16,8827,53711.599,1.77,3,MSLV
5441.989,2024-03-02T14:55:11.699Z,41.2237525,-8.7137945,26.464,0.203,0.25,8827,53711.699,1.77,3,MSLV
5542.2384999999995,2024-03-02T14:55:11.798Z,41.2237525,-8.713795,26.456,0.387,0.21,8827,53711.799,1.77,3,MSLV
5642.487999999999,2024-03-02T14:55:11.898Z,41.2237522,-8.7137953,26.479,0.396,0.39,8827,53711.899,1.77,3,MSLV
5742.737499999999,2024-03-02T14:55:12.000Z,41.223752,-8.7137956,26.45,0.468,0.4,8827,53712,1.77,3,MSLV
5842.986999999999,2024-03-02T14:55:12.099Z,41.2237519,-8.7137958,26.374,0.452,0.47,8827,53712.099,1.83,3,MSLV
5943.236499999999,2024-03-02T14:55:12.199Z,41.2237514,-8.7137964,26.33,0.91,0.45,8827,53712.199,1.83,3,MSLV
6043.486,2024-03-02T14:55:12.298Z,41.223751,-8.7137967,26.301,0.714,0.91,8827,53712.299,1.83,3,MSLV
6143.3919,2024-03-02T14:55:12.398Z,41.2237506,-8.7137973,26.227,0.864,0.72,8827,53712.399,1.77,3,MSLV
6243.297799999999,2024-03-02T14:55:12.499Z,41.2237499,-8.713798,26.179,0.923,0.87,8827,53712.499,1.77,3,MSLV
6343.203699999999,2024-03-02T14:55:12.599Z,41.2237493,-8.7137985,26.12,0.723,0.92,8827,53712.599,1.77,3,MSLV
6443.109599999999,2024-03-02T14:55:12.699Z,41.2237488,-8.7137988,26.025,0.702,0.72,8827,53712.699,1.77,3,MSLV
6543.015499999999,2024-03-02T14:55:12.798Z,41.2237483,-8.7137992,26.026,0.525,0.71,8827,53712.799,1.77,3,MSLV
6642.921399999998,2024-03-02T14:55:12.898Z,41.2237476,-8.7137996,26.016,0.628,0.53,8827,53712.899,1.83,3,MSLV
6742.827299999998,2024-03-02T14:55:13.000Z,41.2237472,-8.7138002,25.939,0.68,0.63,8827,53713,1.83,3,MSLV
6842.733199999998,2024-03-02T14:55:13.099Z,41.2237472,-8.7138005,25.945,0.32,0.69,8827,53713.099,1.83,3,MSLV
6942.639099999998,2024-03-02T14:55:13.199Z,41.2237469,-8.7138008,25.948,0.382,0.32,8827,53713.199,1.91,3,MSLV
7042.545,2024-03-02T14:55:13.298Z,41.2237469,-8.7138009,25.934,0.198,0.38,8827,53713.299,1.96,3,MSLV
7142.5695,2024-03-02T14:55:13.398Z,41.2237465,-8.7138013,25.941,0.31,0.2,8827,53713.399,1.83,3,MSLV
7242.593999999999,2024-03-02T14:55:13.499Z,41.2237462,-8.7138015,25.856,0.275,0.31,8827,53713.499,1.83,3,MSLV
7342.618499999999,2024-03-02T14:55:13.599Z,41.2237452,-8.713802,25.855,0.688,0.28,8827,53713.599,1.77,3,MSLV
7442.642999999998,2024-03-02T14:55:13.699Z,41.2237445,-8.7138019,25.849,0.613,0.69,8827,53713.699,1.83,3,MSLV
7542.667499999998,2024-03-02T14:55:13.798Z,41.2237438,-8.7138021,25.816,0.612,0.61,8827,53713.799,1.83,3,MSLV
7642.691999999997,2024-03-02T14:55:13.898Z,41.223743,-8.7138021,25.842,0.633,0.61,8827,53713.899,1.83,3,MSLV
7742.716499999997,2024-03-02T14:55:14.000Z,41.2237425,-8.7138022,25.851,0.45,0.63,8827,53714,1.83,3,MSLV
7842.740999999996,2024-03-02T14:55:14.099Z,41.2237417,-8.713802,25.885,0.546,0.45,8827,53714.099,1.83,3,MSLV
7942.765499999996,2024-03-02T14:55:14.199Z,41.223741,-8.7138021,25.879,0.621,0.55,8827,53714.199,1.83,3,MSLV
8042.79,2024-03-02T14:55:14.298Z,41.2237406,-8.7138023,25.899,0.404,0.62,8827,53714.299,1.91,3,MSLV
8142.9686,2024-03-02T14:55:14.398Z,41.2237401,-8.7138024,25.824,0.769,0.41,8827,53714.399,1.83,3,MSLV
8243.1472,2024-03-02T14:55:14.499Z,41.223739,-8.7138026,25.876,0.969,0.77,8827,53714.499,1.83,3,MSLV
8343.325799999999,2024-03-02T14:55:14.599Z,41.2237382,-8.713803,25.79,1.122,0.97,8827,53714.599,1.83,3,MSLV
8443.504399999998,2024-03-02T14:55:14.699Z,41.2237377,-8.7138033,25.767,0.747,1.12,8827,53714.699,1.83,3,MSLV
8543.682999999997,2024-03-02T14:55:14.798Z,41.2237369,-8.7138035,25.75,0.839,0.75,8827,53714.799,1.83,3,MSLV
8643.861599999997,2024-03-02T14:55:14.898Z,41.2237359,-8.7138035,25.689,0.99,0.84,8827,53714.899,1.83,3,MSLV
8744.040199999996,2024-03-02T14:55:15.000Z,41.2237348,-8.7138035,25.648,1.166,0.99,8827,53715,1.83,3,MSLV
8844.218799999995,2024-03-02T14:55:15.099Z,41.2237336,-8.7138036,25.618,1.22,1.17,8827,53715.099,1.83,3,MSLV
8944.397399999994,2024-03-02T14:55:15.199Z,41.2237325,-8.7138035,25.535,1.357,1.22,8827,53715.199,1.83,3,MSLV
9044.576,2024-03-02T14:55:15.298Z,41.223731,-8.7138032,25.51,1.425,1.36,8827,53715.299,1.83,3,MSLV
9144.056999999999,2024-03-02T14:55:15.398Z,41.22373,-8.7138034,25.49,1.115,1.43,8827,53715.399,1.83,3,MSLV
9243.537999999999,2024-03-02T14:55:15.499Z,41.223729,-8.7138036,25.446,1.189,1.12,8827,53715.499,1.77,3,MSLV
9343.018999999998,2024-03-02T14:55:15.599Z,41.223728,-8.7138035,25.356,1.292,1.19,8827,53715.599,1.77,3,MSLV
9442.499999999998,2024-03-02T14:55:15.699Z,41.2237271,-8.7138039,25.282,1.252,1.3,8827,53715.699,1.77,3,MSLV
9541.980999999998,2024-03-02T14:55:15.798Z,41.2237258,-8.7138041,25.262,1.334,1.26,8827,53715.799,1.77,3,MSLV
9641.461999999998,2024-03-02T14:55:15.898Z,41.2237247,-8.7138048,25.251,1.116,1.34,8827,53715.899,1.77,3,MSLV
9740.942999999997,2024-03-02T14:55:16.000Z,41.223724,-8.7138051,25.278,0.588,1.12,8827,53716,1.77,3,MSLV
9840.423999999997,2024-03-02T14:55:16.099Z,41.223723,-8.7138056,25.305,0.726,0.59,8827,53716.099,1.77,3,MSLV
9939.904999999997,2024-03-02T14:55:16.199Z,41.2237221,-8.7138061,25.251,0.88,0.73,8827,53716.199,1.77,3,MSLV
10039.386,2024-03-02T14:55:16.298Z,41.2237211,-8.7138063,25.212,0.88,0.88,8827,53716.299,1.77,3,MSLV
10139.4584,2024-03-02T14:55:16.398Z,41.2237198,-8.7138069,25.23,1.04,0.88,8827,53716.399,1.77,3,MSLV
10239.5308,2024-03-02T14:55:16.499Z,41.2237187,-8.7138073,25.258,0.884,1.04,8827,53716.499,1.77,3,MSLV
10339.603200000001,2024-03-02T14:55:16.599Z,41.2237177,-8.713808,25.242,0.933,0.88,8827,53716.599,1.77,3,MSLV
10439.675600000002,2024-03-02T14:55:16.699Z,41.2237167,-8.7138088,25.246,1.037,0.93,8827,53716.699,1.79,3,MSLV
10539.748000000003,2024-03-02T14:55:16.798Z,41.2237156,-8.7138098,25.218,1.293,1.04,8827,53716.799,1.77,3,MSLV
10639.820400000004,2024-03-02T14:55:16.898Z,41.2237148,-8.7138109,25.141,1.257,1.29,8827,53716.899,1.77,3,MSLV
10739.892800000005,2024-03-02T14:55:17.000Z,41.2237138,-8.713812,25.174,1.192,1.27,8827,53717,1.77,3,MSLV
10839.965200000006,2024-03-02T14:55:17.099Z,41.2237132,-8.7138129,25.18,0.924,1.2,8827,53717.099,1.77,3,MSLV
10940.037600000007,2024-03-02T14:55:17.199Z,41.2237125,-8.7138133,25.189,0.684,0.93,8827,53717.199,1.77,3,MSLV
11040.11,2024-03-02T14:55:17.298Z,41.2237119,-8.7138145,25.183,1,0.69,8827,53717.299,1.83,3,MSLV
11140.072,2024-03-02T14:55:17.398Z,41.2237108,-8.7138154,25.195,1.17,1,8827,53717.399,1.83,3,MSLV
11240.034,2024-03-02T14:55:17.499Z,41.2237099,-8.7138163,25.131,1.292,1.17,8827,53717.499,1.83,3,MSLV
11339.996,2024-03-02T14:55:17.599Z,41.2237092,-8.7138175,25.124,1.148,1.29,8827,53717.599,1.77,3,MSLV
11439.957999999999,2024-03-02T14:55:17.699Z,41.223708,-8.7138184,25.172,1.259,1.15,8827,53717.699,1.77,3,MSLV
11539.919999999998,2024-03-02T14:55:17.798Z,41.2237076,-8.7138192,25.124,0.919,1.26,8827,53717.799,1.77,3,MSLV
11639.881999999998,2024-03-02T14:55:17.898Z,41.2237071,-8.7138202,25.126,0.942,0.92,8827,53717.899,1.77,3,MSLV
11739.843999999997,2024-03-02T14:55:18.000Z,41.2237067,-8.7138213,25.126,0.967,0.94,8827,53718,1.77,3,MSLV
11839.805999999997,2024-03-02T14:55:18.099Z,41.2237063,-8.7138225,25.098,1.037,0.97,8827,53718.099,1.83,3,MSLV
11939.767999999996,2024-03-02T14:55:18.199Z,41.2237059,-8.7138236,25.12,1.011,1.04,8827,53718.199,1.77,3,MSLV
12039.73,2024-03-02T14:55:18.298Z,41.2237055,-8.7138245,25.128,0.803,1.01,8827,53718.299,1.77,3,MSLV
12139.7398,2024-03-02T14:55:18.398Z,41.2237051,-8.7138252,25.133,0.685,0.8,8827,53718.399,1.77,3,MSLV
12239.7496,2024-03-02T14:55:18.499Z,41.2237044,-8.7138267,25.146,1.209,0.69,8827,53718.499,1.77,3,MSLV
12339.759399999999,2024-03-02T14:55:18.599Z,41.223704,-8.7138276,25.075,0.951,1.21,8827,53718.599,1.83,3,MSLV
12439.769199999999,2024-03-02T14:55:18.699Z,41.2237034,-8.7138289,25.08,1.095,0.95,8827,53718.699,1.83,3,MSLV
12539.778999999999,2024-03-02T14:55:18.798Z,41.2237029,-8.71383,25.125,0.931,1.09,8827,53718.799,1.83,3,MSLV
12639.788799999998,2024-03-02T14:55:18.898Z,41.2237025,-8.7138312,25.116,0.973,0.93,8827,53718.899,1.83,3,MSLV
12739.798599999998,2024-03-02T14:55:19.000Z,41.2237023,-8.7138325,25.118,1.01,0.97,8827,53719,1.83,3,MSLV
12839.808399999998,2024-03-02T14:55:19.099Z,41.2237019,-8.713834,25.098,1.125,1.01,8827,53719.099,1.83,3,MSLV
12939.818199999998,2024-03-02T14:55:19.199Z,41.2237018,-8.7138353,25.02,1.018,1.13,8827,53719.199,1.83,3,MSLV
13039.828,2024-03-02T14:55:19.298Z,41.2237017,-8.7138373,25.06,1.445,1.02,8827,53719.299,1.83,3,MSLV
13140.237,2024-03-02T14:55:19.398Z,41.2237015,-8.7138392,25.054,1.533,1.44,8827,53719.399,1.79,3,MSLV
13240.645999999999,2024-03-02T14:55:19.499Z,41.2237013,-8.7138408,25.003,1.296,1.53,8827,53719.499,1.77,3,MSLV
13341.054999999998,2024-03-02T14:55:19.599Z,41.2237012,-8.7138425,24.992,1.302,1.3,8827,53719.599,1.83,3,MSLV
13441.463999999998,2024-03-02T14:55:19.699Z,41.2237008,-8.7138443,24.984,1.324,1.31,8827,53719.699,1.83,3,MSLV
13541.872999999998,2024-03-02T14:55:19.798Z,41.223701,-8.7138461,24.883,1.379,1.33,8827,53719.799,1.83,3,MSLV
13642.281999999997,2024-03-02T14:55:19.898Z,41.2237006,-8.7138482,24.905,1.602,1.39,8827,53719.899,1.83,3,MSLV
13742.690999999997,2024-03-02T14:55:20.000Z,41.2237006,-8.7138496,24.89,1.106,1.61,8827,53720,1.83,3,MSLV
13843.099999999997,2024-03-02T14:55:20.099Z,41.2237005,-8.7138512,24.925,1.237,1.11,8827,53720.099,1.83,3,MSLV
13943.508999999996,2024-03-02T14:55:20.199Z,41.2237004,-8.7138526,24.887,1.023,1.24,8827,53720.199,1.83,3,MSLV
14043.918,2024-03-02T14:55:20.298Z,41.2237004,-8.7138538,24.899,0.979,1.03,8827,53720.299,1.83,3,MSLV
14143.7818,2024-03-02T14:55:20.398Z,41.2237002,-8.7138552,24.86,1.029,0.98,8827,53720.399,1.83,3,MSLV
14243.6456,2024-03-02T14:55:20.499Z,41.2237003,-8.7138568,24.855,1.165,1.03,8827,53720.499,1.83,3,MSLV
14343.509399999999,2024-03-02T14:55:20.599Z,41.2236999,-8.7138579,24.857,0.881,1.17,8827,53720.599,1.83,3,MSLV
14443.373199999998,2024-03-02T14:55:20.699Z,41.2236997,-8.7138589,24.781,0.86,0.88,8827,53720.699,1.83,3,MSLV
14543.236999999997,2024-03-02T14:55:20.798Z,41.2236994,-8.7138602,24.674,1.034,0.86,8827,53720.799,1.83,3,MSLV
14643.100799999997,2024-03-02T14:55:20.898Z,41.223699,-8.7138613,24.662,0.979,1.04,8827,53720.899,1.83,3,MSLV
14742.964599999996,2024-03-02T14:55:21.000Z,41.2236982,-8.7138627,24.672,1.195,0.98,8827,53721,1.77,3,MSLV
14842.828399999995,2024-03-02T14:55:21.099Z,41.2236979,-8.7138638,24.696,0.879,1.2,8827,53721.099,1.77,3,MSLV
14942.692199999994,2024-03-02T14:55:21.199Z,41.2236974,-8.7138643,24.764,0.485,0.88,8827,53721.199,1.77,3,MSLV
15042.556,2024-03-02T14:55:21.298Z,41.2236971,-8.7138652,24.767,0.621,0.49,8827,53721.299,1.77,3,MSLV
15142.465,2024-03-02T14:55:21.398Z,41.2236966,-8.7138663,24.787,0.846,0.62,8827,53721.399,1.77,3,MSLV
15242.374,2024-03-02T14:55:21.499Z,41.2236962,-8.7138674,24.85,0.8,0.85,8827,53721.499,1.77,3,MSLV
15342.283,2024-03-02T14:55:21.599Z,41.223696,-8.7138685,24.872,0.809,0.8,8827,53721.599,1.77,3,MSLV
15442.192,2024-03-02T14:55:21.699Z,41.2236957,-8.7138697,24.864,0.899,0.81,8827,53721.699,1.79,3,MSLV
15542.100999999999,2024-03-02T14:55:21.798Z,41.2236953,-8.713871,24.931,1.003,0.9,8827,53721.799,1.77,3,MSLV
15642.009999999998,2024-03-02T14:55:21.898Z,41.2236949,-8.7138721,24.983,0.85,1,8827,53721.899,1.83,3,MSLV
15741.918999999998,2024-03-02T14:55:22.000Z,41.2236944,-8.7138731,24.972,0.929,0.85,8827,53722,1.83,3,MSLV
15841.827999999998,2024-03-02T14:55:22.099Z,41.2236938,-8.7138746,24.972,1.267,0.93,8827,53722.099,1.83,3,MSLV
15941.736999999997,2024-03-02T14:55:22.199Z,41.2236929,-8.7138764,24.991,1.583,1.27,8827,53722.199,1.83,3,MSLV
16041.646,2024-03-02T14:55:22.298Z,41.2236926,-8.7138781,24.927,1.494,1.58,8827,53722.299,1.83,3,MSLV
16141.7112,2024-03-02T14:55:22.398Z,41.223692,-8.713879,24.939,1.078,1.5,8827,53722.399,1.86,3,MSLV
16241.776399999999,2024-03-02T14:55:22.499Z,41.2236919,-8.7138803,24.905,1.008,1.08,8827,53722.499,1.96,3,MSLV
16341.841599999998,2024-03-02T14:55:22.599Z,41.2236915,-8.7138815,24.858,1.029,1.01,8827,53722.599,1.83,3,MSLV
16441.906799999997,2024-03-02T14:55:22.699Z,41.2236913,-8.7138826,24.893,0.866,1.04,8827,53722.699,1.83,3,MSLV
16541.971999999998,2024-03-02T14:55:22.798Z,41.2236912,-8.7138841,24.871,1.033,0.87,8827,53722.799,1.83,3,MSLV
16642.0372,2024-03-02T14:55:22.898Z,41.223691,-8.7138855,24.863,1.114,1.04,8827,53722.899,1.83,3,MSLV
16742.1024,2024-03-02T14:55:23.000Z,41.2236906,-8.7138868,24.844,1.046,1.12,8827,53723,1.83,3,MSLV
16842.1676,2024-03-02T14:55:23.099Z,41.2236904,-8.7138881,24.881,1.009,1.05,8827,53723.099,1.83,3,MSLV
16942.2328,2024-03-02T14:55:23.199Z,41.2236904,-8.7138891,24.82,0.922,1.01,8827,53723.199,1.83,3,MSLV
17042.298,2024-03-02T14:55:23.298Z,41.2236903,-8.7138903,24.8,0.988,0.93,8827,53723.299,1.83,3,MSLV
17142.289399999998,2024-03-02T14:55:23.398Z,41.2236897,-8.7138913,24.784,1.013,0.99,8827,53723.399,1.83,3,MSLV
17242.280799999997,2024-03-02T14:55:23.499Z,41.2236895,-8.7138923,24.826,0.762,1.02,8827,53723.499,1.83,3,MSLV
17342.272199999996,2024-03-02T14:55:23.599Z,41.2236892,-8.7138934,24.877,0.852,0.76,8827,53723.599,1.83,3,MSLV
17442.263599999995,2024-03-02T14:55:23.699Z,41.223689,-8.713894,24.876,0.593,0.85,8827,53723.699,1.83,3,MSLV
17542.254999999994,2024-03-02T14:55:23.798Z,41.2236892,-8.713895,24.824,0.724,0.59,8827,53723.799,1.86,3,MSLV
17642.246399999993,2024-03-02T14:55:23.898Z,41.2236897,-8.713896,24.844,0.948,0.72,8827,53723.899,1.83,3,MSLV
17742.23779999999,2024-03-02T14:55:24.000Z,41.2236893,-8.7138972,24.857,0.956,0.95,8827,53724,1.83,3,MSLV
17842.22919999999,2024-03-02T14:55:24.099Z,41.2236901,-8.7138985,24.823,1.134,0.96,8827,53724.099,1.86,3,MSLV
17942.22059999999,2024-03-02T14:55:24.199Z,41.2236903,-8.7138996,24.884,1.054,1.13,8827,53724.199,1.83,3,MSLV
18042.212,2024-03-02T14:55:24.298Z,41.2236909,-8.7139008,24.849,1.083,1.06,8827,53724.299,1.77,3,MSLV
18141.8616,2024-03-02T14:55:24.398Z,41.2236906,-8.7139022,24.937,1.087,1.08,8827,53724.399,1.77,3,MSLV
18241.5112,2024-03-02T14:55:24.499Z,41.223691,-8.7139037,24.934,1.262,1.09,8827,53724.499,2.06,3,MSLV
18341.1608,2024-03-02T14:55:24.599Z,41.2236912,-8.7139048,24.922,0.988,1.26,8827,53724.599,1.77,3,MSLV
18440.810400000002,2024-03-02T14:55:24.699Z,41.2236907,-8.7139064,25.022,1.254,0.99,8827,53724.699,1.77,3,MSLV
18540.460000000003,2024-03-02T14:55:24.798Z,41.2236907,-8.7139069,25.055,0.564,1.26,8827,53724.799,1.77,3,MSLV
18640.109600000003,2024-03-02T14:55:24.898Z,41.2236905,-8.7139079,25.088,0.718,0.58,8827,53724.899,1.77,3,MSLV
18739.759200000004,2024-03-02T14:55:25.000Z,41.2236904,-8.7139084,25.115,0.453,0.73,8827,53725,1.77,3,MSLV
18839.408800000005,2024-03-02T14:55:25.099Z,41.2236902,-8.7139089,25.11,0.435,0.48,8827,53725.099,1.77,3,MSLV
18939.058400000005,2024-03-02T14:55:25.199Z,41.22369,-8.7139092,25.158,0.364,0.45,8827,53725.199,1.77,3,MSLV
19038.708,2024-03-02T14:55:25.298Z,41.2236901,-8.7139101,25.182,0.642,0.39,8827,53725.299,1.77,3,MSLV
19138.912399999997,2024-03-02T14:55:25.398Z,41.22369,-8.7139108,25.212,0.576,0.65,8827,53725.399,1.77,3,MSLV
19239.116799999996,2024-03-02T14:55:25.499Z,41.2236899,-8.7139111,25.234,0.379,0.59,8827,53725.499,1.91,3,MSLV
19339.321199999995,2024-03-02T14:55:25.599Z,41.2236896,-8.713912,25.296,0.716,0.39,8827,53725.599,1.77,3,MSLV
19439.525599999994,2024-03-02T14:55:25.699Z,41.2236896,-8.7139123,25.223,0.464,0.73,8827,53725.699,1.77,3,MSLV
19539.729999999992,2024-03-02T14:55:25.798Z,41.2236896,-8.7139131,25.3,0.568,0.47,8827,53725.799,1.77,3,MSLV
19639.93439999999,2024-03-02T14:55:25.898Z,41.2236898,-8.7139138,25.308,0.553,0.58,8827,53725.899,1.77,3,MSLV
19740.13879999999,2024-03-02T14:55:26.000Z,41.2236894,-8.7139144,25.324,0.558,0.57,8827,53726,1.77,3,MSLV
19840.34319999999,2024-03-02T14:55:26.099Z,41.2236892,-8.7139151,25.326,0.615,0.57,8827,53726.099,1.77,3,MSLV
19940.547599999987,2024-03-02T14:55:26.199Z,41.2236894,-8.7139154,25.344,0.377,0.62,8827,53726.199,1.77,3,MSLV
20040.752,2024-03-02T14:55:26.298Z,41.2236895,-8.7139157,25.374,0.307,0.39,8827,53726.299,2.06,3,MSLV
20140.5758,2024-03-02T14:55:26.398Z,41.2236896,-8.7139159,25.383,0.218,0.33,8827,53726.399,2.06,3,MSLV
20240.399599999997,2024-03-02T14:55:26.499Z,41.2236898,-8.713916,25.373,0.167,0.24,8827,53726.499,1.77,3,MSLV
20340.223399999995,2024-03-02T14:55:26.599Z,41.22369,-8.7139163,25.396,0.236,0.19,8827,53726.599,1.77,3,MSLV
20440.047199999994,2024-03-02T14:55:26.699Z,41.2236901,-8.7139171,25.423,0.365,0.25,8827,53726.699,1.77,3,MSLV
